#{"t_start": 1730307264.7225158, "env_id": "BridgeWalker-v0"}
r,l,t
3.527744,500,7.395612
3.527744,500,14.378361
3.527744,500,21.457838
3.527744,500,28.450203
3.527744,500,35.371267
3.527744,500,42.297463
3.527744,500,49.155343
3.527744,500,55.953179
3.527744,500,62.885792
3.527744,500,69.732982
3.527744,500,76.587357
3.527744,500,83.453027
3.527744,500,90.333561
