#{"t_start": 1730307265.167903, "env_id": "BridgeWalker-v0"}
r,l,t
3.527744,500,6.954213
3.527744,500,13.932973
3.527744,500,21.012451
3.527744,500,28.003818
3.527744,500,34.92588
3.527744,500,41.852076
3.527744,500,48.711951
3.527744,500,55.507792
3.527744,500,62.440405
3.527744,500,69.287595
3.527744,500,76.142966
3.527744,500,83.006643
3.527744,500,89.888174
