#{"t_start": 1730307265.0342171, "env_id": "BridgeWalker-v0"}
r,l,t
3.527744,500,7.083911
3.527744,500,14.067644
3.527744,500,21.149128
3.527744,500,28.138501
3.527744,500,35.059566
3.527744,500,41.982768
3.527744,500,48.844639
3.527744,500,55.64252
3.527744,500,62.574091
3.527744,500,69.421281
3.527744,500,76.274658
3.527744,500,83.140328
3.527744,500,90.02186
