#{"t_start": 1730311281.846179, "env_id": "BridgeWalker-v0"}
r,l,t
1.747428,500,6.948216
1.747428,500,13.77259
1.747428,500,20.676909
1.747428,500,27.407439
1.747428,500,34.18495
1.747428,500,41.008352
1.747428,500,47.82072
1.747428,500,54.47384
1.747428,500,61.207461
1.747428,500,67.986965
1.747428,500,74.795203
1.747428,500,81.590623
1.747428,500,88.337845
