#{"t_start": 1730311281.7085464, "env_id": "BridgeWalker-v0"}
r,l,t
1.747428,500,7.086846
1.747428,500,13.909224
1.747428,500,20.81051
1.747428,500,27.545072
1.747428,500,34.322583
1.747428,500,41.146981
1.747428,500,47.959351
1.747428,500,54.610475
1.747428,500,61.345093
1.747428,500,68.125595
1.747428,500,74.932836
1.747428,500,81.72726
1.747428,500,88.476476
