#{"t_start": 1730311281.559943, "env_id": "BridgeWalker-v0"}
r,l,t
1.747428,500,7.23545
1.747428,500,14.057827
1.747428,500,20.960112
1.747428,500,27.693675
1.747428,500,34.470189
1.747428,500,41.294588
1.747428,500,48.106956
1.747428,500,54.759078
1.747428,500,61.498694
1.747428,500,68.273201
1.747428,500,75.081439
1.747428,500,81.876859
1.747428,500,88.625079
