#{"t_start": 1730303240.2180188, "env_id": "BridgeWalker-v0"}
r,l,t
2.701978,500,7.166739
2.701978,500,14.078228
2.701978,500,20.894374
2.701978,500,27.765074
2.701978,500,34.580302
2.701978,500,41.447812
2.701978,500,48.250685
2.701978,500,55.075005
2.701978,500,62.386694
2.701978,500,69.284281
2.701978,500,76.246512
2.701978,500,83.168172
2.701978,500,90.026535
