#{"t_start": 1730303240.343725, "env_id": "BridgeWalker-v0"}
r,l,t
2.701978,500,7.039993
2.701978,500,13.951525
2.701978,500,20.769665
2.701978,500,27.640365
2.701978,500,34.454596
2.701978,500,41.327093
2.701978,500,48.126974
2.701978,500,54.949299
2.701978,500,62.26302
2.701978,500,69.158575
2.701978,500,76.120806
2.701978,500,83.042466
2.701978,500,89.902866
