#{"t_start": 1730303240.5103781, "env_id": "BridgeWalker-v0"}
r,l,t
2.701978,500,6.87334
2.701978,500,13.784872
2.701978,500,20.602015
2.701978,500,27.469723
2.701978,500,34.287943
2.701978,500,41.155453
2.701978,500,47.960321
2.701978,500,54.783643
2.701978,500,62.094335
2.701978,500,68.991922
2.701978,500,75.956148
2.701978,500,82.875813
2.701978,500,89.736212
