#{"t_start": 1730318176.9069593, "env_id": "BridgeWalker-v0"}
r,l,t
1.189026,500,8.333429
1.189026,500,18.121939
1.189026,500,31.201393
1.189026,500,41.12928
1.189026,500,49.980894
1.189026,500,58.281271
1.189026,500,66.177948
1.189026,500,74.040617
