#{"t_start": 1730318176.510734, "env_id": "BridgeWalker-v0"}
r,l,t
1.189026,500,8.725666
1.189026,500,18.520159
1.189026,500,31.597618
1.189026,500,41.523475
1.189026,500,50.378117
1.189026,500,58.678494
1.189026,500,66.573176
1.189026,500,74.436842
