#{"t_start": 1730318176.7457342, "env_id": "BridgeWalker-v0"}
r,l,t
1.189026,500,8.494654
1.189026,500,18.282166
1.189026,500,31.365611
1.189026,500,41.294458
1.189026,500,50.13813
1.189026,500,58.44449
1.189026,500,66.338176
1.189026,500,74.200843
