#{"t_start": 1730315297.6104214, "env_id": "BridgeWalker-v0"}
r,l,t
0.754007,500,7.116793
0.754007,500,14.5077
0.754007,500,21.414251
0.754007,500,28.342265
0.754007,500,35.358615
0.754007,500,42.485465
0.754007,500,49.338893
0.754007,500,56.190358
0.754007,500,62.970892
0.754007,500,69.79097
0.754007,500,76.616053
0.754007,500,83.457222
0.754007,500,90.278861
