#{"t_start": 1730315297.456278, "env_id": "BridgeWalker-v0"}
r,l,t
0.754007,500,7.270936
0.754007,500,14.662841
0.754007,500,21.568394
0.754007,500,28.497406
0.754007,500,35.513756
0.754007,500,42.639608
0.754007,500,49.493036
0.754007,500,56.343503
0.754007,500,63.125036
0.754007,500,69.945113
0.754007,500,76.769199
0.754007,500,83.611365
0.754007,500,90.434002
